"technology","entity","index","estimate","ci_lo","ci_hi","threshold","flag"
"NPP","Virtue–Deontology","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"NPP","Relativism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"NPP","Relativism–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"NPP","Relativism–Contractualism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"NPP","Relativism–Deontology","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"NPP","Relativism–Virtue","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"NPP","Utilitarianism–Hedonism","HTMT2",0.81605075444998,0.755330906755716,0.86333977121069,0.85,"fail_85"
"NPP","Contractualism–Hedonism","HTMT2",0.687368791244847,0.582162069323885,0.7762619896393,0.85,"pass_85"
"NPP","Contractualism–Utilitarianism","HTMT2",0.732321021035557,0.653983361064818,0.795434831848853,0.85,"pass_85"
"NPP","Deontology–Hedonism","HTMT2",0.761577221131584,0.685955223929306,0.825820352117205,0.85,"pass_85"
"NPP","Deontology–Utilitarianism","HTMT2",0.847563436393185,0.797601694518107,0.886489404300965,0.85,"fail_85"
"NPP","Deontology–Contractualism","HTMT2",0.807557739292222,0.713191427653379,0.876825831954115,0.85,"fail_85"
"NPP","Virtue–Hedonism","HTMT2",0.626736638660858,0.52517862343504,0.709377330297197,0.85,"pass_85"
"NPP","Virtue–Utilitarianism","HTMT2",0.678952949019103,0.601195527923286,0.748115258502635,0.85,"pass_85"
"NPP","Virtue–Contractualism","HTMT2",0.686509485818567,0.590846855459263,0.761491834333072,0.85,"pass_85"
"NPP","Virtue–Deontology","HTMT2",0.712593119032208,0.623994580338229,0.792084159714463,0.85,"pass_85"
"NPP","Relativism–Hedonism","HTMT2",0.777155560153418,0.692608662145602,0.84024311616126,0.85,"pass_85"
"NPP","Relativism–Utilitarianism","HTMT2",0.7530907453823,0.669696825669912,0.815281420709985,0.85,"pass_85"
"NPP","Relativism–Contractualism","HTMT2",0.693603967638064,0.584292689736911,0.785214006410526,0.85,"pass_85"
"NPP","Relativism–Deontology","HTMT2",0.765529106347238,0.68346728994076,0.832028376667861,0.85,"pass_85"
"NPP","Relativism–Virtue","HTMT2",0.632479590748393,0.526462825971686,0.722284955655236,0.85,"pass_85"
"NPP","Hedonism","omega_L1_second_order",0.691234407788952,NA,NA,NA,NA
"NPP","Utilitarianism","omega_L1_second_order",0.801751651075473,NA,NA,NA,NA
"NPP","Contractualism","omega_L1_second_order",0.660786212087957,NA,NA,NA,NA
"NPP","Deontology","omega_L1_second_order",0.777874755796411,NA,NA,NA,NA
"NPP","Virtue","omega_L1_second_order",0.510874758322286,NA,NA,NA,NA
"NPP","Relativism","omega_L1_second_order",0.680580481769446,NA,NA,NA,NA
"NPP","G","ECV",0.730943944001179,NA,NA,NA,NA
"NPP","G","omega_H",0.932112410920515,NA,NA,NA,NA
"NPP","G","omega_G",0.988975241214124,NA,NA,NA,NA
"NPP","G","PUC",0.84885290148448,NA,NA,NA,NA
"SR","Hedonism","omega",0.928320087326163,NA,NA,NA,NA
"SR","Hedonism","alpha",0.92124298971563,NA,NA,NA,NA
"SR","Hedonism","AVE_latent",0.687017976018156,NA,NA,NA,NA
"SR","Hedonism","AVE_obs",0.687018133306658,NA,NA,NA,NA
"SR","Utilitarianism","omega",0.965660938030039,NA,NA,NA,NA
"SR","Utilitarianism","alpha",0.96552938520876,NA,NA,NA,NA
"SR","Utilitarianism","AVE_latent",0.766449838118089,NA,NA,NA,NA
"SR","Utilitarianism","AVE_obs",0.766449203142843,NA,NA,NA,NA
"SR","Contractualism","omega",0.934533243096977,NA,NA,NA,NA
"SR","Contractualism","alpha",0.931741915571006,NA,NA,NA,NA
"SR","Contractualism","AVE_latent",0.698272605023639,NA,NA,NA,NA
"SR","Contractualism","AVE_obs",0.69827274116361,NA,NA,NA,NA
"SR","Deontology","omega",0.922396098235245,NA,NA,NA,NA
"SR","Deontology","alpha",0.918523726161171,NA,NA,NA,NA
"SR","Deontology","AVE_latent",0.660119405144301,NA,NA,NA,NA
"SR","Deontology","AVE_obs",0.660119548592928,NA,NA,NA,NA
"SR","Virtue","omega",0.945460878133415,NA,NA,NA,NA
"SR","Virtue","alpha",0.943664639592177,NA,NA,NA,NA
"SR","Virtue","AVE_latent",0.707525078369265,NA,NA,NA,NA
"SR","Virtue","AVE_obs",0.707522200530936,NA,NA,NA,NA
"SR","Relativism","omega",0.947836516092135,NA,NA,NA,NA
"SR","Relativism","alpha",0.94599732154968,NA,NA,NA,NA
"SR","Relativism","AVE_latent",0.78544764767439,NA,NA,NA,NA
"SR","Relativism","AVE_obs",0.78544762570051,NA,NA,NA,NA
"SR","Utilitarianism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Contractualism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Contractualism–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Deontology–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Deontology–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Deontology–Contractualism","Fornell_Larcker_pass",0,NA,NA,NA,"fail"
"SR","Virtue–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Virtue–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Virtue–Contractualism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Virtue–Deontology","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Relativism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Relativism–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Relativism–Contractualism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Relativism–Deontology","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Relativism–Virtue","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SR","Utilitarianism–Hedonism","HTMT2",0.7716243986716,0.698736252908371,0.837533035357397,0.85,"pass_85"
"SR","Contractualism–Hedonism","HTMT2",0.766957501455704,0.682093066669587,0.828887057045008,0.85,"pass_85"
"SR","Contractualism–Utilitarianism","HTMT2",0.77937226912757,0.703092433548035,0.83747430242212,0.85,"pass_85"
"SR","Deontology–Hedonism","HTMT2",0.75889866940023,0.677783481123334,0.826198260419684,0.85,"pass_85"
"SR","Deontology–Utilitarianism","HTMT2",0.771599357349887,0.690154444671448,0.837350646059393,0.85,"pass_85"
"SR","Deontology–Contractualism","HTMT2",0.832588085219347,0.763007354377658,0.887402915171967,0.85,"fail_85"
"SR","Virtue–Hedonism","HTMT2",0.599798628182504,0.469582395518654,0.708475961499758,0.85,"pass_85"
"SR","Virtue–Utilitarianism","HTMT2",0.656639381258353,0.543944065005077,0.752091703770719,0.85,"pass_85"
"SR","Virtue–Contractualism","HTMT2",0.635877695628653,0.530144916785629,0.721125820435091,0.85,"pass_85"
"SR","Virtue–Deontology","HTMT2",0.65818801307625,0.557265769278531,0.73505061448513,0.85,"pass_85"
"SR","Relativism–Hedonism","HTMT2",0.728187845221342,0.627930584650161,0.813974765154665,0.85,"pass_85"
"SR","Relativism–Utilitarianism","HTMT2",0.698243698970279,0.599541336651546,0.780235211231535,0.85,"pass_85"
"SR","Relativism–Contractualism","HTMT2",0.727325436303174,0.63715828276413,0.804067963742036,0.85,"pass_85"
"SR","Relativism–Deontology","HTMT2",0.729422437110104,0.652601157301689,0.794258200695885,0.85,"pass_85"
"SR","Relativism–Virtue","HTMT2",0.543201128395424,0.420649476726124,0.642655614890767,0.85,"pass_85"
"SR","Hedonism","omega_L1_second_order",0.680925632846714,NA,NA,NA,NA
"SR","Utilitarianism","omega_L1_second_order",0.737109193057635,NA,NA,NA,NA
"SR","Contractualism","omega_L1_second_order",0.745246756941509,NA,NA,NA,NA
"SR","Deontology","omega_L1_second_order",0.745111012170648,NA,NA,NA,NA
"SR","Virtue","omega_L1_second_order",0.447736191139568,NA,NA,NA,NA
"SR","Relativism","omega_L1_second_order",0.622993050196938,NA,NA,NA,NA
"SR","G","ECV",0.702493997074739,NA,NA,NA,NA
"SR","G","omega_H",0.921328502320172,NA,NA,NA,NA
"SR","G","omega_G",0.987083510039364,NA,NA,NA,NA
"SR","G","PUC",0.84885290148448,NA,NA,NA,NA
"SAI_narrative","Hedonism","omega",0.930091831592388,NA,NA,NA,NA
"SAI_narrative","Hedonism","alpha",0.930595844481547,NA,NA,NA,NA
"SAI_narrative","Hedonism","AVE_latent",0.70264491634807,NA,NA,NA,NA
"SAI_narrative","Hedonism","AVE_obs",0.702645304932445,NA,NA,NA,NA
"SAI_narrative","Utilitarianism","omega",0.971282663135855,NA,NA,NA,NA
"SAI_narrative","Utilitarianism","alpha",0.970967187577271,NA,NA,NA,NA
"SAI_narrative","Utilitarianism","AVE_latent",0.790496306183748,NA,NA,NA,NA
"SAI_narrative","Utilitarianism","AVE_obs",0.790496259844964,NA,NA,NA,NA
"SAI_narrative","Contractualism","omega",0.945627929923483,NA,NA,NA,NA
"SAI_narrative","Contractualism","alpha",0.943447469152776,NA,NA,NA,NA
"SAI_narrative","Contractualism","AVE_latent",0.742489013560182,NA,NA,NA,NA
"SAI_narrative","Contractualism","AVE_obs",0.742488953174945,NA,NA,NA,NA
"SAI_narrative","Deontology","omega",0.913885650801042,NA,NA,NA,NA
"SAI_narrative","Deontology","alpha",0.909131180827637,NA,NA,NA,NA
"SAI_narrative","Deontology","AVE_latent",0.632609098993263,NA,NA,NA,NA
"SAI_narrative","Deontology","AVE_obs",0.632609175808164,NA,NA,NA,NA
"SAI_narrative","Virtue","omega",0.938528914107297,NA,NA,NA,NA
"SAI_narrative","Virtue","alpha",0.936053726826655,NA,NA,NA,NA
"SAI_narrative","Virtue","AVE_latent",0.68123973707822,NA,NA,NA,NA
"SAI_narrative","Virtue","AVE_obs",0.681239542085025,NA,NA,NA,NA
"SAI_narrative","Relativism","omega",0.955370328542868,NA,NA,NA,NA
"SAI_narrative","Relativism","alpha",0.955882085463357,NA,NA,NA,NA
"SAI_narrative","Relativism","AVE_latent",0.81636308149815,NA,NA,NA,NA
"SAI_narrative","Relativism","AVE_obs",0.816363246264547,NA,NA,NA,NA
"SAI_narrative","Utilitarianism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Contractualism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Contractualism–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Deontology–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Deontology–Utilitarianism","Fornell_Larcker_pass",0,NA,NA,NA,"fail"
"SAI_narrative","Deontology–Contractualism","Fornell_Larcker_pass",0,NA,NA,NA,"fail"
"SAI_narrative","Virtue–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Virtue–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Virtue–Contractualism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Virtue–Deontology","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Relativism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Relativism–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Relativism–Contractualism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Relativism–Deontology","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Relativism–Virtue","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_narrative","Utilitarianism–Hedonism","HTMT2",0.779278783621732,0.711273387710727,0.834934195681644,0.85,"pass_85"
"SAI_narrative","Contractualism–Hedonism","HTMT2",0.706378860883415,0.605858148390605,0.786938221013019,0.85,"pass_85"
"SAI_narrative","Contractualism–Utilitarianism","HTMT2",0.77416117381248,0.690945519431664,0.839366008765639,0.85,"pass_85"
"SAI_narrative","Deontology–Hedonism","HTMT2",0.799222724183204,0.719220705011731,0.863945027739936,0.85,"fail_85"
"SAI_narrative","Deontology–Utilitarianism","HTMT2",0.812980830413646,0.733929451072638,0.874938493650725,0.85,"fail_85"
"SAI_narrative","Deontology–Contractualism","HTMT2",0.810364467700592,0.731200224708861,0.877364066954413,0.85,"fail_85"
"SAI_narrative","Virtue–Hedonism","HTMT2",0.562084883387378,0.453305861085156,0.656594971513595,0.85,"pass_85"
"SAI_narrative","Virtue–Utilitarianism","HTMT2",0.586908191575187,0.460946463995434,0.699732335201631,0.85,"pass_85"
"SAI_narrative","Virtue–Contractualism","HTMT2",0.562741205496977,0.44639905476567,0.662003940697718,0.85,"pass_85"
"SAI_narrative","Virtue–Deontology","HTMT2",0.702514778890965,0.608430500903013,0.773868450523086,0.85,"pass_85"
"SAI_narrative","Relativism–Hedonism","HTMT2",0.715149611668471,0.633399086262956,0.787771558621748,0.85,"pass_85"
"SAI_narrative","Relativism–Utilitarianism","HTMT2",0.780924865152994,0.713529084021756,0.835722693320877,0.85,"pass_85"
"SAI_narrative","Relativism–Contractualism","HTMT2",0.721317513985534,0.634030781016177,0.796285530468607,0.85,"pass_85"
"SAI_narrative","Relativism–Deontology","HTMT2",0.727605826834954,0.618109784594731,0.810804714884234,0.85,"pass_85"
"SAI_narrative","Relativism–Virtue","HTMT2",0.534364375568063,0.399512787026028,0.648245143041936,0.85,"pass_85"
"SAI_narrative","Hedonism","omega_L1_second_order",0.684641514150166,NA,NA,NA,NA
"SAI_narrative","Utilitarianism","omega_L1_second_order",0.792402793341459,NA,NA,NA,NA
"SAI_narrative","Contractualism","omega_L1_second_order",0.685139139919991,NA,NA,NA,NA
"SAI_narrative","Deontology","omega_L1_second_order",0.758906729246287,NA,NA,NA,NA
"SAI_narrative","Virtue","omega_L1_second_order",0.395057676842143,NA,NA,NA,NA
"SAI_narrative","Relativism","omega_L1_second_order",0.682413944103123,NA,NA,NA,NA
"SAI_narrative","G","ECV",0.710291813605643,NA,NA,NA,NA
"SAI_narrative","G","omega_H",0.924130768987923,NA,NA,NA,NA
"SAI_narrative","G","omega_G",0.987734788455308,NA,NA,NA,NA
"SAI_narrative","G","PUC",0.84885290148448,NA,NA,NA,NA
"SAI_descriptive","Hedonism","omega",0.924012918163991,NA,NA,NA,NA
"SAI_descriptive","Hedonism","alpha",0.924907771165484,NA,NA,NA,NA
"SAI_descriptive","Hedonism","AVE_latent",0.679458092094791,NA,NA,NA,NA
"SAI_descriptive","Hedonism","AVE_obs",0.679458680751293,NA,NA,NA,NA
"SAI_descriptive","Utilitarianism","omega",0.960924516432516,NA,NA,NA,NA
"SAI_descriptive","Utilitarianism","alpha",0.959913231707765,NA,NA,NA,NA
"SAI_descriptive","Utilitarianism","AVE_latent",0.733784475175504,NA,NA,NA,NA
"SAI_descriptive","Utilitarianism","AVE_obs",0.733785445338517,NA,NA,NA,NA
"SAI_descriptive","Contractualism","omega",0.937370711271411,NA,NA,NA,NA
"SAI_descriptive","Contractualism","alpha",0.936709807082023,NA,NA,NA,NA
"SAI_descriptive","Contractualism","AVE_latent",0.716773916861594,NA,NA,NA,NA
"SAI_descriptive","Contractualism","AVE_obs",0.716772177204064,NA,NA,NA,NA
"SAI_descriptive","Deontology","omega",0.930663930056259,NA,NA,NA,NA
"SAI_descriptive","Deontology","alpha",0.925637916664616,NA,NA,NA,NA
"SAI_descriptive","Deontology","AVE_latent",0.689874207961191,NA,NA,NA,NA
"SAI_descriptive","Deontology","AVE_obs",0.689873785272259,NA,NA,NA,NA
"SAI_descriptive","Virtue","omega",0.925613888835251,NA,NA,NA,NA
"SAI_descriptive","Virtue","alpha",0.926692736770588,NA,NA,NA,NA
"SAI_descriptive","Virtue","AVE_latent",0.649055955841946,NA,NA,NA,NA
"SAI_descriptive","Virtue","AVE_obs",0.649055706740259,NA,NA,NA,NA
"SAI_descriptive","Relativism","omega",0.949778361283702,NA,NA,NA,NA
"SAI_descriptive","Relativism","alpha",0.948856263519318,NA,NA,NA,NA
"SAI_descriptive","Relativism","AVE_latent",0.794448513673714,NA,NA,NA,NA
"SAI_descriptive","Relativism","AVE_obs",0.794447982106156,NA,NA,NA,NA
"SAI_descriptive","Utilitarianism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Contractualism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Contractualism–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Deontology–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Deontology–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Deontology–Contractualism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Virtue–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Virtue–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Virtue–Contractualism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Virtue–Deontology","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Relativism–Hedonism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Relativism–Utilitarianism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Relativism–Contractualism","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Relativism–Deontology","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Relativism–Virtue","Fornell_Larcker_pass",1,NA,NA,NA,"pass"
"SAI_descriptive","Utilitarianism–Hedonism","HTMT2",0.734914970888518,0.681661352679018,0.784529326360228,0.85,"pass_85"
"SAI_descriptive","Contractualism–Hedonism","HTMT2",0.629385026303751,0.551505602889979,0.693998808766593,0.85,"pass_85"
"SAI_descriptive","Contractualism–Utilitarianism","HTMT2",0.663995844452293,0.599013189689638,0.722757464249397,0.85,"pass_85"
"SAI_descriptive","Deontology–Hedonism","HTMT2",0.73995395139051,0.683853171089682,0.786796999233665,0.85,"pass_85"
"SAI_descriptive","Deontology–Utilitarianism","HTMT2",0.743534526685074,0.686776336370165,0.794605715339427,0.85,"pass_85"
"SAI_descriptive","Deontology–Contractualism","HTMT2",0.742508209521113,0.675578392458678,0.797147089548634,0.85,"pass_85"
"SAI_descriptive","Virtue–Hedonism","HTMT2",0.496665343361429,0.406798592382584,0.572527291974351,0.85,"pass_85"
"SAI_descriptive","Virtue–Utilitarianism","HTMT2",0.556525183095193,0.478366722832342,0.626630009804119,0.85,"pass_85"
"SAI_descriptive","Virtue–Contractualism","HTMT2",0.547032841654866,0.457511261381316,0.626158266308322,0.85,"pass_85"
"SAI_descriptive","Virtue–Deontology","HTMT2",0.529889097344528,0.436374888569452,0.613768248801337,0.85,"pass_85"
"SAI_descriptive","Relativism–Hedonism","HTMT2",0.641815279124937,0.567564669010511,0.705399688394052,0.85,"pass_85"
"SAI_descriptive","Relativism–Utilitarianism","HTMT2",0.701257720421072,0.644473160664737,0.751281499168284,0.85,"pass_85"
"SAI_descriptive","Relativism–Contractualism","HTMT2",0.650075285867364,0.566425948024885,0.725203975905595,0.85,"pass_85"
"SAI_descriptive","Relativism–Deontology","HTMT2",0.721939713482732,0.65129871387867,0.778057293739658,0.85,"pass_85"
"SAI_descriptive","Relativism–Virtue","HTMT2",0.421437465031664,0.325430117138003,0.505917634931025,0.85,"pass_85"
"SAI_descriptive","Hedonism","omega_L1_second_order",0.642054402491528,NA,NA,NA,NA
"SAI_descriptive","Utilitarianism","omega_L1_second_order",0.708044916680207,NA,NA,NA,NA
"SAI_descriptive","Contractualism","omega_L1_second_order",0.595769308914621,NA,NA,NA,NA
"SAI_descriptive","Deontology","omega_L1_second_order",0.732144610095496,NA,NA,NA,NA
"SAI_descriptive","Virtue","omega_L1_second_order",0.320926243638819,NA,NA,NA,NA
"SAI_descriptive","Relativism","omega_L1_second_order",0.624624582918075,NA,NA,NA,NA
"SAI_descriptive","G","ECV",0.6430336659579,NA,NA,NA,NA
"SAI_descriptive","G","omega_H",0.898883181955748,NA,NA,NA,NA
"SAI_descriptive","G","omega_G",0.985015705904727,NA,NA,NA,NA
"SAI_descriptive","G","PUC",0.84885290148448,NA,NA,NA,NA
